Text,Text_Clean,Sentiment,Platform,Timestamp,User,Hashtags,Likes,Retweets,Country,Text_Length,Word_Count,Year,Month,Day,Hour,Date
Had a bad day at school. Everything seems to be going wrong.,had a bad day at school everything seems to be going wrong,Bad,Facebook,2023-09-13 16:45:00,ToughDayHighSchool,#BadDay #HighSchoolBlues,40.0,20.0,UK,60,12,2023,9,13,16,2023-09-13
Feeling down after not making the sports team. Disappointment lingers.,feeling down after not making the sports team disappointment lingers,Sad,Twitter,2023-09-14 18:20:00,SportsTeamRejectionHighSchool,#Disappointment #HighSchoolSports,34.0,17.0,USA,70,10,2023,9,14,18,2023-09-14
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,witnessed a heated argument in the cafeteria unpleasant atmosphere at lunch,Hate,Instagram,2023-09-15 14:15:00,CafeteriaConflictHighSchool,#CafeteriaDrama #HighSchoolTension,41.0,21.0,Canada,77,11,2023,9,15,14,2023-09-15
Received a not-so-great grade on a major project. Academic frustration setting in.,received a notsogreat grade on a major project academic frustration setting in,Bad,Facebook,2023-09-16 17:30:00,ProjectGradeDisappointmentHighSchool,#AcademicFrustration #HighSchoolStress,38.0,19.0,UK,82,12,2023,9,16,17,2023-09-16
Dealing with a personal setback. Sometimes life throws unexpected challenges.,dealing with a personal setback sometimes life throws unexpected challenges,Sad,Twitter,2023-09-17 20:45:00,PersonalSetbackHighSchool,#LifeChallenges #HighSchoolStruggles,44.0,22.0,USA,77,10,2023,9,17,20,2023-09-17
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,feeling lonely on a saturday night sometimes solitude hits harder than expected,Sad,Instagram,2023-09-18 22:00:00,LonelySaturdayHighSchool,#LonelyNights #HighSchoolEmotions,31.0,16.0,Canada,81,12,2023,9,18,22,2023-09-18
Experiencing cyberbullying. Hateful messages online are disheartening.,experiencing cyberbullying hateful messages online are disheartening,Hate,Facebook,2023-09-19 15:15:00,CyberbullyingVictimHighSchool,#StopCyberbullying #HighSchoolReality,27.0,14.0,UK,70,7,2023,9,19,15,2023-09-19
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,caught in a torrential rainstorm without an umbrella todays weather is just bad luck,Bad,Twitter,2023-09-20 12:30:00,RainyDayBluesHighSchool,#BadLuck #HighSchoolWeather,35.0,18.0,USA,87,14,2023,9,20,12,2023-09-20
Missing an important event due to unforeseen circumstances. A day filled with sadness.,missing an important event due to unforeseen circumstances a day filled with sadness,Sad,Instagram,2023-09-21 16:45:00,MissedOpportunityHighSchool,#MissedChances #HighSchoolRegret,39.0,20.0,Canada,86,13,2023,9,21,16,2023-09-21
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,dealing with unfounded rumors circulating about personal life rumors can be hurtful,Hate,Facebook,2023-09-22 18:20:00,RumorVictimHighSchool,#RumorMills #HighSchoolDrama,46.0,23.0,UK,85,12,2023,9,22,18,2023-09-22
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,got a flat tire on the way to an important meeting talk about a series of bad events,Bad,Twitter,2023-09-23 14:15:00,FlatTireWoesHighSchool,#BadLuckDay #HighSchoolStruggles,50.0,25.0,USA,86,18,2023,9,23,14,2023-09-23
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,feeling a sense of emptiness after a close friend moves away farewells are always sad,Sad,Instagram,2023-09-24 17:30:00,FriendMovingAwayHighSchool,#SayingGoodbye #HighSchoolEmotions,42.0,21.0,Canada,87,15,2023,9,24,17,2023-09-24
Facing rejection from a dream college. Disheartened but determined to explore other paths.,facing rejection from a dream college disheartened but determined to explore other paths,Sad,Facebook,2023-09-25 20:45:00,CollegeRejectionHighSchool,#CollegeDreams #HighSchoolJourney,37.0,19.0,UK,90,13,2023,9,25,20,2023-09-25
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,encountering online toxicity during a gaming session hateful comments can ruin the fun,Hate,Twitter,2023-09-26 14:15:00,GamingToxicityHighSchool,#OnlineGaming #HighSchoolGamer,32.0,16.0,USA,88,13,2023,9,26,14,2023-09-26
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,having a bad hair day and feeling selfconscious bad hair days can affect confidence,Bad,Instagram,2023-09-27 17:30:00,BadHairDayBluesHighSchool,#BadHairDay #HighSchoolConfidence,36.0,18.0,Canada,86,14,2023,9,27,17,2023-09-27
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,feeling a sense of despair after a major project failure hard work didnt pay off this time,Sad,Facebook,2023-09-28 22:00:00,ProjectFailureDespairHighSchool,#ProjectStruggles #HighSchoolHardships,41.0,21.0,UK,93,17,2023,9,28,22,2023-09-28
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,experiencing hate comments for expressing personal opinions online negativity prevails,Hate,Twitter,2023-09-29 15:45:00,OpinionsHateHighSchool,#OnlineOpinions #HighSchoolCriticism,48.0,24.0,USA,88,10,2023,9,29,15,2023-09-29
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,having a string of bad luck with constant technology malfunctions tech troubles galore,Bad,Instagram,2023-09-30 18:20:00,TechMalfunctionWoesHighSchool,#TechIssues #HighSchoolTech,43.0,22.0,Canada,88,13,2023,9,30,18,2023-09-30
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,missing out on a longanticipated event due to unexpected circumstances a day filled with sadness,Sad,Facebook,2023-10-01 14:15:00,MissedEventBluesHighSchool,#MissedMoments #HighSchoolRegret,39.0,20.0,UK,99,15,2023,10,1,14,2023-10-01
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,trying out a new study technique for upcoming exams exploring different learning strategies,Neutral,Instagram,2023-10-02 16:45:00,StudyTechniqueExperimentHighSchool,#StudyStrategies #HighSchoolExams,42.0,23.0,USA,93,13,2023,10,2,16,2023-10-02
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,organizing a community cleanup event for a cleaner neighborhood promoting environmental awareness,Neutral,Twitter,2023-10-03 12:30:00,CommunityCleanupHighSchool,#EnvironmentalEfforts #HighSchoolCommunity,50.0,26.0,Canada,99,12,2023,10,3,12,2023-10-03
Sharing favorite book recommendations with classmates. Building a mini book club.,sharing favorite book recommendations with classmates building a mini book club,Neutral,Facebook,2023-10-04 18:20:00,BookRecommendationsHighSchool,#BookClub #HighSchoolReads,38.0,19.0,UK,81,11,2023,10,4,18,2023-10-04
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,experimenting with a new recipe for a school bake sale baking adventures in the kitchen,Neutral,Instagram,2023-10-05 14:15:00,BakeSaleRecipeExperimentHighSchool,#BakingAdventures #HighSchoolBakes,43.0,21.0,USA,89,15,2023,10,5,14,2023-10-05
Collaborating on a school project with peers. Teamwork makes the dream work.,collaborating on a school project with peers teamwork makes the dream work,Neutral,Twitter,2023-10-06 17:30:00,SchoolProjectCollaborationHighSchool,#Teamwork #HighSchoolProjects,36.0,18.0,Canada,76,12,2023,10,6,17,2023-10-06
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,attending a school club meeting to explore new interests dabbling in extracurricular activities,Neutral,Instagram,2023-10-07 20:45:00,ExtracurricularExplorationHighSchool,#SchoolClubs #HighSchoolInterests,45.0,22.0,UK,97,13,2023,10,7,20,2023-10-07
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,exploring a new parttime job opportunity for gaining work experience career development in progress,Neutral,Facebook,2023-10-08 15:15:00,PartTimeJobExplorationHighSchool,#CareerDevelopment #HighSchoolJobs,48.0,24.0,USA,102,14,2023,10,8,15,2023-10-08
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,attending a school assembly to stay informed about upcoming events and announcements staying connected with school activities,Neutral,Twitter,2023-10-09 22:00:00,SchoolAssemblyParticipationHighSchool,#SchoolEvents #HighSchoolConnectivity,40.0,20.0,Canada,127,17,2023,10,9,22,2023-10-09
Exploring a new hobby of photography during free time. Capturing moments through a lens.,exploring a new hobby of photography during free time capturing moments through a lens,Neutral,Instagram,2023-10-10 14:15:00,PhotographyHobbyHighSchool,#PhotographyJourney #HighSchoolHobbies,49.0,25.0,UK,88,14,2023,10,10,14,2023-10-10
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,participating in a science fair to showcase a unique experiment sharing knowledge with peers,Neutral,Facebook,2023-10-11 16:45:00,ScienceFairParticipationHighSchool,#ScienceFair #HighSchoolScience,37.0,19.0,USA,94,14,2023,10,11,16,2023-10-11
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,attending a workshop on time management to enhance organizational skills striving for efficiency,Neutral,Twitter,2023-10-12 18:20:00,TimeManagementWorkshopHighSchool,#EfficiencyGoals #HighSchoolSkills,44.0,23.0,Canada,98,13,2023,10,12,18,2023-10-12
Volunteering at a local charity event to give back to the community. Contributing to social causes.,volunteering at a local charity event to give back to the community contributing to social causes,Neutral,Instagram,2023-10-13 12:30:00,CharityEventVolunteerHighSchool,#CommunityService #HighSchoolVolunteer,39.0,20.0,UK,99,16,2023,10,13,12,2023-10-13
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,collaborating on a group project to promote teamwork and shared responsibilities group effort in action,Neutral,Facebook,2023-10-14 17:30:00,GroupProjectCollaborationHighSchool,#TeamSpirit #HighSchoolProjects,35.0,18.0,USA,105,15,2023,10,14,17,2023-10-14
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,participating in a debate club to enhance critical thinking and communication skills intellectual engagement in progress,Neutral,Twitter,2023-10-15 20:45:00,DebateClubParticipationHighSchool,#DebateSkills #HighSchoolIntellect,43.0,22.0,Canada,122,16,2023,10,15,20,2023-10-15
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,celebrating a friends birthday with a surprise party joyful moments and laughter all around,Happy,Instagram,2023-10-16 15:45:00,BirthdaySurpriseHighSchool,#SurpriseParty #HighSchoolCelebration,52.0,27.0,UK,94,14,2023,10,16,15,2023-10-16
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,successfully completing a challenging coding project excitement for overcoming coding hurdles,Happy,Twitter,2023-10-17 12:30:00,CodingSuccessHighSchool,#CodingTriumph #HighSchoolTech,48.0,24.0,USA,95,11,2023,10,17,12,2023-10-17
Attending a school talent show to support classmates. Applauding the diverse talents on display!,attending a school talent show to support classmates applauding the diverse talents on display,Happy,Facebook,2023-10-18 16:45:00,TalentShowSupportHighSchool,#TalentShow #HighSchoolEntertainment,38.0,19.0,Canada,96,14,2023,10,18,16,2023-10-18
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",exploring a new hiking trail with friends over the weekend nature laughter and good vibes,Happy,Instagram,2023-10-19 18:20:00,WeekendHikeHighSchool,#NatureAdventures #HighSchoolFriends,42.0,21.0,UK,93,15,2023,10,19,18,2023-10-19
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,winning a friendly sports competition against rival schools victory celebrations in full swing,Happy,Twitter,2023-10-20 14:15:00,SportsVictoryHighSchool,#SportsTriumph #HighSchoolAthletics,50.0,26.0,USA,96,13,2023,10,20,14,2023-10-20
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,receiving a heartfelt letter from a pen pal in another country connecting across the globe,Happy,Facebook,2023-10-21 17:30:00,PenPalConnectionHighSchool,#GlobalFriendship #HighSchoolCorrespondence,45.0,23.0,Canada,92,15,2023,10,21,17,2023-10-21
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,creating a beautiful mural with fellow art enthusiasts the power of collaboration and creativity,Happy,Instagram,2023-10-22 20:45:00,MuralCreationHighSchool,#ArtCollaboration #HighSchoolCreativity,43.0,22.0,UK,98,14,2023,10,22,20,2023-10-22
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,participating in a schoolwide art exhibition witnessing creativity and spreading positive vibes,Happy,Instagram,2015-11-10 16:45:00,ArtExhibitionJoyHighSchool,#ArtisticExpression #HighSchoolCreativity,44.0,23.0,USA,98,12,2015,11,10,16,2015-11-10
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,achieving a personal best in a track and field competition the thrill of victory and selfimprovement,Happy,Twitter,2016-09-14 12:30:00,TrackFieldSuccessHighSchool,#AthleticAchievement #HighSchoolSports,51.0,26.0,Canada,103,16,2016,9,14,12,2016-09-14
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,collaborating on a science project that received recognition at a regional fair science triumphs and smiles,Happy,Facebook,2017-08-18 18:20:00,ScienceProjectSuccessHighSchool,#ScienceFairWinner #HighSchoolScience,39.0,20.0,UK,109,16,2017,8,18,18,2017-08-18
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",attending a surprise birthday party organized by friends surrounded by love laughter and good company,Happy,Instagram,2018-06-22 14:15:00,BirthdayPartyJoyHighSchool,#SurpriseCelebration #HighSchoolFriendship,48.0,25.0,USA,105,15,2018,6,22,14,2018-06-22
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,successfully fundraising for a school charity initiative the joy of giving back to the community,Happy,Twitter,2019-04-05 17:30:00,CharityFundraisingTriumphHighSchool,#CommunityGiving #HighSchoolPhilanthropy,42.0,22.0,Canada,98,15,2019,4,5,17,2019-04-05
